"","Üniversite.Adı","Engel.Türü","Üniversite.Türü","İl.Adı","Erkek","Kadın","yil"
"1813","İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ","DİĞER","VAKIF","ANKARA",20,21,"2016"
"1814","İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","VAKIF","ANKARA",13,5,"2016"
"1815","İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","VAKIF","ANKARA",4,1,"2016"
"1816","İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","VAKIF","ANKARA",1,0,"2016"
"1817","İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","ANKARA",5,3,"2016"
"1818","İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","ANKARA",3,2,"2016"
"1819","İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","ANKARA",13,5,"2016"
"1820","İNÖNÜ ÜNİVERSİTESİ","DİĞER","DEVLET","MALATYA",3,0,"2016"
"1821","İNÖNÜ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","MALATYA",14,4,"2016"
"1822","İNÖNÜ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","MALATYA",15,9,"2016"
"1823","İNÖNÜ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","MALATYA",1,2,"2016"
"1824","İNÖNÜ ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","MALATYA",13,3,"2016"
"1825","İPEK ÜNİVERSİTESİ","DİĞER","VAKIF","ANKARA",1,1,"2016"
"1826","İPEK ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","ANKARA",1,0,"2016"
"1827","İPEK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","ANKARA",1,0,"2016"
"1828","İSKENDERUN TEKNİK ÜNİVERSİTESİ","DİĞER","DEVLET","HATAY",0,1,"2016"
"1829","İSKENDERUN TEKNİK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","HATAY",4,3,"2016"
"1830","İSKENDERUN TEKNİK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","HATAY",1,0,"2016"
"1831","İSKENDERUN TEKNİK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","HATAY",3,1,"2016"
"1832","İSKENDERUN TEKNİK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","HATAY",1,0,"2016"
"1833","İSTANBUL AYDIN ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",11,9,"2016"
"1834","İSTANBUL AYDIN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",27,12,"2016"
"1835","İSTANBUL AYDIN ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",54,33,"2016"
"1836","İSTANBUL AYDIN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",18,12,"2016"
"1837","İSTANBUL AYDIN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","İSTANBUL",4,11,"2016"
"1838","İSTANBUL BİLGİ ÜNİVERSİTESİ","ASPERGER VEYA YÜKSEK
  FONKSİYONLU OTİSTİK
  BİREYLER","VAKIF","İSTANBUL",1,0,"2016"
"1839","İSTANBUL BİLGİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",7,4,"2016"
"1840","İSTANBUL BİLGİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",6,2,"2016"
"1841","İSTANBUL BİLGİ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",1,1,"2016"
"1842","İSTANBUL BİLGİ ÜNİVERSİTESİ","ÖĞRENME GÜÇLÜĞÜ","VAKIF","İSTANBUL",1,2,"2016"
"1843","İSTANBUL ESENYURT ÜNİVERSİTESİ","ASPERGER VEYA YÜKSEK
  FONKSİYONLU OTİSTİK
  BİREYLER","VAKIF","İSTANBUL",1,0,"2016"
"1844","İSTANBUL GELİŞİM ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",7,2,"2016"
"1845","İSTANBUL GELİŞİM ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",2,3,"2016"
"1846","İSTANBUL GELİŞİM ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",2,3,"2016"
"1847","İSTANBUL KÜLTÜR ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","İSTANBUL",0,1,"2016"
"1848","İSTANBUL MEDİPOL ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",1,1,"2016"
"1849","İSTANBUL MEDİPOL ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",1,0,"2016"
"1850","İSTANBUL MEDİPOL ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","İSTANBUL",0,1,"2016"
"1851","İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",0,1,"2016"
"1852","İSTANBUL ŞEHİR ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",1,1,"2016"
"1853","İSTANBUL ŞEHİR ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","VAKIF","İSTANBUL",2,1,"2016"
"1854","İSTANBUL ŞEHİR ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","VAKIF","İSTANBUL",4,2,"2016"
"1855","İSTANBUL ŞEHİR ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",1,1,"2016"
"1856","İSTANBUL ŞEHİR ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","VAKIF","İSTANBUL",1,0,"2016"
"1857","İSTANBUL ŞEHİR ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",3,0,"2016"
"1858","İSTANBUL ŞEHİR ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",2,0,"2016"
"1859","İSTANBUL ŞEHİR ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","İSTANBUL",2,2,"2016"
"1860","İSTANBUL ŞEHİR ÜNİVERSİTESİ","ÖĞRENME GÜÇLÜĞÜ","VAKIF","İSTANBUL",1,0,"2016"
"1861","İSTANBUL ŞEHİR ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","VAKIF","İSTANBUL",1,0,"2016"
"1862","İSTANBUL TİCARET ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",0,1,"2016"
"1863","İSTANBUL TİCARET ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",3,1,"2016"
"1864","İSTANBUL TİCARET ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",1,0,"2016"
"1865","İSTANBUL TİCARET ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","İSTANBUL",1,0,"2016"
"1866","İSTANBUL ÜNİVERSİTESİ","DİĞER","DEVLET","İSTANBUL",442,204,"2016"
"1867","İSTANBUL 29 MAYIS ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",0,1,"2016"
"1868","İZMİR EKONOMİ ÜNİVERSİTESİ","DİĞER","VAKIF","İZMİR",9,5,"2016"
"1869","İZMİR EKONOMİ ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","VAKIF","İZMİR",5,2,"2016"
"1870","İZMİR EKONOMİ ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","VAKIF","İZMİR",1,0,"2016"
"1871","İZMİR EKONOMİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İZMİR",3,2,"2016"
"1872","İZMİR EKONOMİ ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","VAKIF","İZMİR",0,1,"2016"
"1873","İZMİR EKONOMİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İZMİR",1,1,"2016"
"1874","İZMİR EKONOMİ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İZMİR",0,1,"2016"
"1875","İZMİR EKONOMİ ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","VAKIF","İZMİR",3,1,"2016"
"1876","İZMİR EKONOMİ ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","VAKIF","İZMİR",5,2,"2016"
"1877","İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","İZMİR",2,1,"2016"
"1878","İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","İZMİR",5,3,"2016"
"1879","İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","İZMİR",1,1,"2016"
"1880","İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","İZMİR",2,2,"2016"
"1881","İZMİR ÜNİVERSİTESİ","DİĞER","VAKIF","İZMİR",3,1,"2016"
"1882","İZMİR ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İZMİR",0,2,"2016"
"1883","İZMİR ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İZMİR",2,2,"2016"
"1884","KADİR HAS ÜNİVERSİTESİ","ASPERGER VEYA YÜKSEK
  FONKSİYONLU OTİSTİK
  BİREYLER","VAKIF","İSTANBUL",3,1,"2016"
"1885","KADİR HAS ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",2,1,"2016"
"1886","KADİR HAS ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",1,0,"2016"
"1887","KADİR HAS ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","VAKIF","İSTANBUL",1,0,"2016"
"1888","KADİR HAS ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","VAKIF","İSTANBUL",1,0,"2016"
"1889","KAFKAS ÜNİVERSİTESİ","DİĞER","DEVLET","KARS",89,50,"2016"
"1890","KAFKAS ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KARS",59,58,"2016"
"1891","KAFKAS ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KARS",10,10,"2016"
"1892","KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ","DİĞER","DEVLET","KAHRAMANMARAŞ",3,1,"2016"
"1893","KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KAHRAMANMARAŞ",11,1,"2016"
"1894","KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KAHRAMANMARAŞ",1,3,"2016"
"1895","KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KAHRAMANMARAŞ",2,1,"2016"
"1896","KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","KAHRAMANMARAŞ",0,2,"2016"
"1897","KARABÜK ÜNİVERSİTESİ","DİĞER","DEVLET","KARABÜK",7,0,"2016"
"1898","KARABÜK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KARABÜK",8,0,"2016"
"1899","KARABÜK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KARABÜK",0,1,"2016"
"1900","KARABÜK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KARABÜK",3,2,"2016"
"1901","KARABÜK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KARABÜK",2,1,"2016"
"1902","KARADENİZ TEKNİK ÜNİVERSİTESİ","DİĞER","DEVLET","TRABZON",6,1,"2016"
"1903","KARADENİZ TEKNİK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","TRABZON",4,5,"2016"
"1904","KARADENİZ TEKNİK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","TRABZON",3,5,"2016"
"1905","KARADENİZ TEKNİK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","TRABZON",3,3,"2016"
"1906","KARADENİZ TEKNİK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","TRABZON",1,1,"2016"
"1907","KARADENİZ TEKNİK ÜNİVERSİTESİ","ÖĞRENME GÜÇLÜĞÜ","DEVLET","TRABZON",1,0,"2016"
"1908","KARADENİZ TEKNİK ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","TRABZON",0,1,"2016"
"1909","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","DİĞER","DEVLET","KARAMAN",2,0,"2016"
"1910","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","KARAMAN",0,1,"2016"
"1911","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KARAMAN",5,2,"2016"
"1912","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KARAMAN",4,0,"2016"
"1913","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KARAMAN",1,0,"2016"
"1914","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KARAMAN",1,0,"2016"
"1915","KIRIKKALE ÜNİVERSİTESİ","DİĞER","DEVLET","KIRIKKALE",2,1,"2016"
"1916","KIRIKKALE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KIRIKKALE",5,2,"2016"
"1917","KIRIKKALE ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KIRIKKALE",4,1,"2016"
"1918","KIRIKKALE ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KIRIKKALE",2,1,"2016"
"1919","KIRIKKALE ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KIRIKKALE",14,1,"2016"
"1920","KIRKLARELİ ÜNİVERSİTESİ","DİĞER","DEVLET","KIRKLARELİ",2,3,"2016"
"1921","KIRKLARELİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KIRKLARELİ",1,1,"2016"
"1922","KIRKLARELİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KIRKLARELİ",0,2,"2016"
"1923","KIRKLARELİ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KIRKLARELİ",3,0,"2016"
"1924","KIRKLARELİ ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KIRKLARELİ",1,0,"2016"
"1925","KİLİS 7 ARALIK ÜNİVERSİTESİ","DİĞER","DEVLET","KİLİS",4,0,"2016"
"1926","KİLİS 7 ARALIK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KİLİS",2,0,"2016"
"1927","KİLİS 7 ARALIK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KİLİS",1,0,"2016"
"1928","KİLİS 7 ARALIK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KİLİS",1,0,"2016"
"1929","KOCAELİ ÜNİVERSİTESİ","DİĞER","DEVLET","KOCAELİ",4,1,"2016"
"1930","KOCAELİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KOCAELİ",15,7,"2016"
"1931","KOCAELİ ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","DEVLET","KOCAELİ",1,0,"2016"
"1932","KOCAELİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KOCAELİ",10,3,"2016"
"1933","KOCAELİ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KOCAELİ",8,3,"2016"
"1934","KOCAELİ ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KOCAELİ",6,0,"2016"
"1935","KOCAELİ ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","KOCAELİ",1,0,"2016"
"1936","KOCAELİ ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","KOCAELİ",1,0,"2016"
"1937","KOÇ ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",2,1,"2016"
"1938","KOÇ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",2,1,"2016"
"1939","KOÇ ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",4,1,"2016"
"1940","KOÇ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",1,3,"2016"
"1941","KTO KARATAY ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","KONYA",2,0,"2016"
"1942","MALTEPE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",4,5,"2016"
"1943","MARDİN ARTUKLU ÜNİVERSİTESİ","DİĞER","DEVLET","MARDİN",1,1,"2016"
"1944","MARDİN ARTUKLU ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","MARDİN",13,1,"2016"
"1945","MARDİN ARTUKLU ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","MARDİN",1,2,"2016"
"1946","MARDİN ARTUKLU ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","MARDİN",0,1,"2016"
"1947","MARDİN ARTUKLU ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","MARDİN",1,1,"2016"
"1948","MARDİN ARTUKLU ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","MARDİN",1,0,"2016"
"1949","MARMARA ÜNİVERSİTESİ","DİĞER","DEVLET","İSTANBUL",0,2,"2016"
"1950","MARMARA ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","İSTANBUL",18,7,"2016"
"1951","MARMARA ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","İSTANBUL",9,5,"2016"
"1952","MARMARA ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","İSTANBUL",3,4,"2016"
"1953","MARMARA ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","İSTANBUL",4,2,"2016"
"1954","MARMARA ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","İSTANBUL",2,0,"2016"
"1955","MARMARA ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","İSTANBUL",1,1,"2016"
"1956","MEHMET AKİF ERSOY ÜNİVERSİTESİ","DİĞER","DEVLET","BURDUR",1,1,"2016"
"1957","MEHMET AKİF ERSOY ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","BURDUR",6,4,"2016"
"1958","MEHMET AKİF ERSOY ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","BURDUR",4,2,"2016"
"1959","MEHMET AKİF ERSOY ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","BURDUR",3,1,"2016"
"1960","MEHMET AKİF ERSOY ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","BURDUR",3,0,"2016"
"1961","MEHMET AKİF ERSOY ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","BURDUR",1,2,"2016"
"1962","MELİKŞAH ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","KAYSERİ",2,1,"2016"
"1963","MELİKŞAH ÜNİVERSİTESİ","ÖĞRENME GÜÇLÜĞÜ","VAKIF","KAYSERİ",1,0,"2016"
"1964","MERSİN ÜNİVERSİTESİ","DİĞER","DEVLET","MERSİN",4,3,"2016"
"1965","MERSİN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","MERSİN",7,4,"2016"
"1966","MERSİN ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","DEVLET","MERSİN",1,0,"2016"
"1967","MERSİN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","MERSİN",3,2,"2016"
"1968","MERSİN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","MERSİN",6,2,"2016"
"1969","MERSİN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","MERSİN",8,0,"2016"
"1970","MERSİN ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","MERSİN",1,0,"2016"
"1971","MEVLANA ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","KONYA",2,2,"2016"
"1972","MEVLANA ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","KONYA",1,1,"2016"
"1973","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","DİĞER","DEVLET","MUĞLA",3,1,"2016"
"1974","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","DEVLET","MUĞLA",1,0,"2016"
"1975","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","MUĞLA",6,2,"2016"
"1976","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","MUĞLA",2,0,"2016"
"1977","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","MUĞLA",1,2,"2016"
"1978","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","MUĞLA",1,1,"2016"
"1979","MUSTAFA KEMAL ÜNİVERSİTESİ","DİĞER","DEVLET","HATAY",1,1,"2016"
"1980","MUSTAFA KEMAL ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","HATAY",5,1,"2016"
"1981","MUSTAFA KEMAL ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","HATAY",1,2,"2016"
"1982","MUSTAFA KEMAL ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","HATAY",1,0,"2016"
"1983","MUSTAFA KEMAL ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","HATAY",1,0,"2016"
"1984","MUŞ ALPARSLAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","MUŞ",7,2,"2016"
"1985","MUŞ ALPARSLAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","MUŞ",3,0,"2016"
"1986","MUŞ ALPARSLAN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","MUŞ",1,0,"2016"
"1987","NAMIK KEMAL ÜNİVERSİTESİ","DİĞER","DEVLET","TEKİRDAĞ",19,13,"2016"
"1988","NECMETTİN ERBAKAN ÜNİVERSİTESİ","DİĞER","DEVLET","KONYA",5,2,"2016"
"1989","NECMETTİN ERBAKAN ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","KONYA",2,0,"2016"
"1990","NECMETTİN ERBAKAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KONYA",6,6,"2016"
"1991","NECMETTİN ERBAKAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KONYA",3,6,"2016"
"1992","NECMETTİN ERBAKAN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KONYA",3,5,"2016"
"1993","NECMETTİN ERBAKAN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KONYA",2,0,"2016"
"1994","NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","NEVŞEHİR",2,1,"2016"
"1995","NİĞDE ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","NİĞDE",0,1,"2016"
"1996","NİĞDE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","NİĞDE",3,4,"2016"
"1997","NİĞDE ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","NİĞDE",1,1,"2016"
"1998","NİŞANTAŞI ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",0,1,"2016"
"1999","NUH NACİ YAZGAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","KAYSERİ",1,2,"2016"
"2000","NUH NACİ YAZGAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","KAYSERİ",0,1,"2016"
"2001","OKAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",4,1,"2016"
"2002","OKAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",4,4,"2016"
"2003","OKAN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",1,1,"2016"
"2004","ONDOKUZ MAYIS ÜNİVERSİTESİ","DİĞER","DEVLET","SAMSUN",10,5,"2016"
"2005","ONDOKUZ MAYIS ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","SAMSUN",1,0,"2016"
"2006","ONDOKUZ MAYIS ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","SAMSUN",14,5,"2016"
"2007","ONDOKUZ MAYIS ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","SAMSUN",14,3,"2016"
"2008","ONDOKUZ MAYIS ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","SAMSUN",3,3,"2016"
"2009","ONDOKUZ MAYIS ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","SAMSUN",7,3,"2016"
"2010","ONDOKUZ MAYIS ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","SAMSUN",1,1,"2016"
"2011","ONDOKUZ MAYIS ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","SAMSUN",1,1,"2016"
"2012","ORDU ÜNİVERSİTESİ","DİĞER","DEVLET","ORDU",5,3,"2016"
"2013","ORDU ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ORDU",12,3,"2016"
"2014","ORDU ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ORDU",3,0,"2016"
